('the', 4066)
('small', 17)
('across', 17)
('feeling', 17)
('rendered', 17)
('promise', 17)
('died', 17)
('given', 17)
('care', 17)
('afterwards', 17)
('followed', 17)
('hear', 16)
('evil', 16)
('none', 16)
('name', 16)
('sea', 16)
('high', 16)
('One', 16)
('determined', 16)
('destroyed', 16)
('led', 16)
('family', 16)
('visit', 16)
('extreme', 16)
('peace', 16)
('spot', 16)
('discovery', 16)
('hopes', 16)
('object', 16)
('instantly', 16)
('because', 16)
('half', 16)
('There', 16)
('moments', 16)
('deep', 16)
('deeply', 16)
('Sometimes', 16)
('sought', 16)
('visited', 16)
('mother', 16)
('Victor,'
('eye', 16)
('door', 16)
('woman', 16)
('bitter', 16)
('United', 15)
('Do', 15)
('period', 15)
('pass', 15)
('wonderful', 15)
('others', 15)
('something', 15)
('seen', 15)
('earth', 15)
('despair.', 15)
('live', 15)
('end', 15)
('Her', 15)
('dearest', 15)
('head', 15)
('on,'
('walked', 15)
('now,'
('endured', 15)
('answer', 15)
('town', 15)
('youth', 15)
('No', 15)
('attention', 15)
('kindness', 15)
('wretched', 15)
('heart,'
('seized', 15)
('face', 15)
('course', 15)
('Henry', 15)
('After', 15)
('agony', 15)
('cottage,'
('imagination', 14)
('put', 14)
('lived', 14)
('perhaps', 14)
('country.', 14)
('say', 14)
('Thus', 14)
('conversation', 14)
('retired', 14)
('reflect', 14)
('life,'
('pursue', 14)
('indeed,'
('steps', 14)
('anguish', 14)
('murderer', 14)
('vengeance', 14)
('murder', 14)
('thou', 14)
('work,'
('laws', 14)
('necessary', 14)
('bound', 14)
('morning,'
('By', 14)
('does', 14)
('asked', 14)
('manners', 14)
('hope,'
('yourself', 14)
('whether', 14)
('us.', 14)
('food', 14)
('you.', 14)
('approached', 14)
('wandered', 14)
('reflected', 14)
('understand', 13)
('sister,'
('point', 13)
('allow', 13)
('names', 13)
('devoted', 13)
('excellent', 13)
('call', 13)
('marriage', 13)
('country,'
('interest', 13)
('describe', 13)
('dare', 13)
('progress', 13)
('restored', 13)
('feared', 13)
('melancholy', 13)
('why', 13)
('tried', 13)
('ought', 13)
('told', 13)
('presented', 13)
('opened', 13)
('threw', 13)
('go', 13)
('this,'
('rain', 13)
('wept', 13)
('horrible', 13)
('murdered', 13)
('mighty', 13)
('sounds', 13)
('Safie', 13)
('Mr.', 13)
('Literary', 13)
('calm', 13)
('study', 13)
('time,'
('courage', 13)
('overcome', 13)
('who,'
('former', 13)
('sympathy', 13)
('scarcely', 13)
('Why', 13)
('addressed', 13)
('Even', 13)
('mine', 13)
('scenes', 13)
('events', 13)
('next', 13)
('her.', 13)
('benevolent', 13)
('less', 13)
('gained', 13)
('dead', 13)
('moon', 13)
('Agatha', 13)
('Foundation', 13)
('Archive', 13)
('task', 12)
('ever.', 12)
('commence', 12)
('wild', 12)
('believed', 12)
('paid', 12)
('letters', 12)
('ground', 12)
('recovered', 12)
('expression', 12)
('when,'
('promised', 12)
('Such', 12)
('watching', 12)
('endure', 12)
('rose', 12)
('wonder', 12)
('presence', 12)
('capable', 12)
('following', 12)
('mountains,'
('Geneva.', 12)
('beings', 12)
('fire', 12)
('misery.', 12)
('smiles', 12)
('path', 12)
('proceeded', 12)
('produced', 12)
('Clerval,'
('cheerful', 12)
('pain', 12)
('comply', 12)
('land', 12)
('hitherto', 12)
('favourite', 12)
('prospect', 12)
('blood', 12)
('greatly', 12)
('word', 12)
('herself', 12)
('remains', 12)
('back', 12)
('stranger', 12)
('From', 12)
('except', 12)
('memory', 12)
('day,'
('myself.', 12)
('directed', 12)
('voice,'
('obliged', 12)
('departure', 12)
('Alas!', 12)
('listened', 12)
('remembered', 12)
('black', 12)
('“It', 12)
('fell', 12)
('trees', 12)
('lake', 12)
('Mont', 12)
('revenge', 12)
('access', 12)
('enjoyed', 12)
('voyage', 11)
('latter', 11)
('engaged', 11)
('certainly', 11)
('best', 11)
('noble', 11)
('support', 11)
('ice,'
('destruction', 11)
('instant', 11)
('above', 11)
('unfortunate', 11)
('turn', 11)
('home', 11)
('utter', 11)
('amiable', 11)
('strength', 11)
('creatures', 11)
('close', 11)
('enemy', 11)
('understood', 11)
('snow', 11)
('eternal', 11)
('history', 11)
('vessel', 11)
('endeavour', 11)
('sense', 11)
('mind.', 11)
('feelings,'
('silent', 11)
('committed', 11)
('therefore', 11)
('vast', 11)
('excited', 11)
('not,'
('fresh', 11)
('off', 11)
('pursued', 11)
('utterly', 11)
('least', 11)
('frightful', 11)
('pleasant', 11)
('blue', 11)
('evening', 11)
('ideas', 11)
('gazed', 11)
('along', 11)
('myself,'
('To', 11)
('wretch', 11)
('exclaimed,'
('friends.', 11)
('times', 11)
('moved', 11)
('donations', 11)
('OF', 10)
('render', 10)
('reflections', 10)
('agitation', 10)
('increased', 10)
('Oh,'
('three', 10)
('true', 10)
('considered', 10)
('modern', 10)
('apparently', 10)
('ardently', 10)
('act', 10)
('ask', 10)
('burning', 10)
('die', 10)
('related', 10)
('circumstances', 10)
('Elizabeth.', 10)
('silence', 10)
('instead', 10)
('subject', 10)
('surprised', 10)
('attempt', 10)
('being.', 10)
('sensation', 10)
('caused', 10)
('rushed', 10)
('Oh!', 10)
('fear,'
('happy,'
('pressed', 10)
('boat', 10)
('cast', 10)
('unhappy', 10)
('me?', 10)
('past', 10)
('carried', 10)
('creature,'
('right', 10)
('dreadful', 10)
('Kirwin', 10)
('paragraph', 10)
('ardent', 10)
('early', 10)
('want', 10)
('ceased', 10)
('enough', 10)
('nature,'
('Some', 10)
('considerable', 10)
('bestowed', 10)
('stars', 10)
('follow', 10)
('limbs', 10)
('broken', 10)
('day.', 10)
('better', 10)
('heart.', 10)
('divine', 10)
('powers', 10)
('doubt', 10)
('mother,'
('union', 10)
('bestow', 10)
('five', 10)
('Their', 10)
('people', 10)
('permission', 10)
('village', 10)
('home,'
('shone', 10)
('gloomy', 10)
('picture', 10)
('persuade', 10)
('all,'
('longed', 10)
('sleep', 10)
('hideous', 10)
('horror,'
('superior', 10)
('William', 10)
('dæmon', 10)
('cottagers', 10)
('employed', 10)
('Frankenstein', 9)
('sea,'
('secret', 9)
('years.', 9)
('ardour', 9)
('obtain', 9)
('able', 9)
('books', 9)
('honour', 9)
('men,'
('meet', 9)
('again,'
('round', 9)
('distance', 9)
('before,'
('open', 9)
('attempted', 9)
('deprived', 9)
('duty', 9)
('admiration', 9)
('language', 9)
('suffer', 9)
('world,'
('storm', 9)
('daughter', 9)
('hastened', 9)
('Geneva', 9)
('duties', 9)
('clear', 9)
('looking', 9)
('charge', 9)
('stood', 9)
('philosophy', 9)
('terrible', 9)
('immediate', 9)
('urged', 9)
('death,'
('eyes.', 9)
('really', 9)
('arrive', 9)
('forced', 9)
('difficulty', 9)
('plan', 9)
('claim', 9)
('leaves', 9)
('approach', 9)
('surely', 9)
('place,'
('hatred', 9)
('happiness,'
('creator,'
('innocence', 9)
('society', 9)
('wood', 9)
('miseries', 9)
('accompanied', 9)
('remember', 9)
('child,'
('Your', 9)
('mind,'
('conceive', 9)
('experienced', 9)
('accordingly', 9)
('were,'
('supposed', 9)
('sufferings', 9)
('attended', 9)
('restore', 9)
('fallen', 9)
('earth.', 9)
('himself,'
('distinguished', 9)
('endeavouring', 9)
('hard', 9)
('eagerly', 9)
('love,'
('All', 9)
('son,'
('mountain', 9)
('returning', 9)
('desert', 9)
('sorrow', 9)
('alone.', 9)
('white', 9)
('met', 9)
('solitary', 9)
('beginning', 9)
('dreams', 9)
('residence', 9)
('information', 9)
('view', 9)
('including', 9)
('conceived', 9)
('trembled', 9)
('lifeless', 9)
('creation', 9)
('thing', 9)
('cried', 9)
('objects', 9)
('remorse', 9)
('reason', 9)
('torture', 9)
('marked', 9)
('forward', 9)
('crime', 9)
('it', 9)
('solitude', 9)
('associated', 9)
('curse', 9)
('shut', 9)
('struck', 9)
('provided', 9)
('Safie,'
('De', 9)
('Letter', 8)
('curiosity', 8)
('enthusiasm', 8)
('dream', 8)
('worked', 8)
('consider', 8)
('accustomed', 8)
('friend.', 8)
('figure', 8)
('assured', 8)
('themselves', 8)
('sledge', 8)
('loose', 8)
('God!', 8)
('Soon', 8)
('watch', 8)
('pity', 8)
('burst', 8)
('possible', 8)
('partly', 8)
('him', 8)
('afford', 8)
('public', 8)
('provide', 8)
('procure', 8)
('rapidly', 8)
('tranquillity', 8)
('innocent', 8)
('single', 8)
('living', 8)
('shed', 8)
('looks', 8)
('perfectly', 8)
('passion', 8)
('dwelling', 8)
('changed', 8)
('father.', 8)
('sad', 8)
('fatal', 8)
('speak', 8)
('regard', 8)
('search', 8)
('Krempe', 8)
('performed', 8)
('however', 8)
('pursuit', 8)
('effect', 8)
('prepared', 8)
('convinced', 8)
('both', 8)
('seeing', 8)
('family,'
('confirmed', 8)
('relieve', 8)
('sky', 8)
('“This', 8)
('trace', 8)
('God', 8)
('join', 8)
('move', 8)
('happiness.', 8)
('waves', 8)
('hate', 8)
('alone,'
('uttered', 8)
('cottagers,'
('remembrance', 8)
('sunk', 8)
('work.', 8)
('fee', 8)
('agreement', 8)
('Frankenstein,'
('copy', 8)
('License', 8)
('breeze', 8)
('expected', 8)
('sailors', 8)
('brother,'
('need', 8)
('otherwise', 8)
('consolation', 8)
('safety', 8)
('write', 8)
('receive', 8)
('us,'
('warmth', 8)
('Our', 8)
('away,'
('stretched', 8)
('say,'
('despair,'
('agree', 8)
('aid', 8)
('presently', 8)
('express', 8)
('fate', 8)
('listen', 8)
('hoped', 8)
('circumstance', 8)
('justice', 8)
('virtues', 8)
('fair', 8)
('With', 8)
('children', 8)
('distributing', 8)
('While', 8)
('contemplated', 8)
('Geneva,'
('behind', 8)
('thunder', 8)
('sudden', 8)
('slight', 8)
('departed', 8)
('familiar', 8)
('whilst', 8)
('tear', 8)
('apply', 8)
('true,'
('relate', 8)
('Who', 8)
('passing', 8)
('purpose', 8)
('hell', 8)
('excess', 8)
('cousin', 8)
('“When', 8)
('lively', 8)
('daily', 8)
('waited', 8)
('sides', 8)
('continued,'
('taking', 8)
('river', 8)
('solemn', 8)
('hid', 8)
('either', 8)
('wood,'
('cottage.', 8)
('blind', 8)
('gain', 8)
('copies', 8)
('awoke', 8)
('clouds', 8)
('create', 8)
('anyone', 7)
('States', 7)
('using', 7)
('sister', 7)
('branches', 7)
('demand', 7)
('others,'
('fly', 7)
('remaining', 7)
('lose', 7)
('month', 7)
('gratitude', 7)
('execution', 7)
('ran', 7)
('added', 7)
('fortunate', 7)
('life', 7)
('reached', 7)
('happened', 7)
('papers', 7)
('thick', 7)
('About', 7)
('distant', 7)
('large', 7)
('showed', 7)
('degrees', 7)
('aspect', 7)
('fancy', 7)
('days,'
('detail', 7)
('gloom', 7)
('strongly', 7)
('thirst', 7)
('console', 7)
('things', 7)
('peace.', 7)
('ten', 7)
('mean', 7)
('money', 7)
('draw', 7)
('beyond', 7)
('lips', 7)
('behold', 7)
('occupations', 7)
('nearer', 7)
('but,'
('knowledge.', 7)
('passions', 7)
('neither', 7)
('ill', 7)
('misfortune', 7)
('bright', 7)
('obtained', 7)
('violent', 7)
('anything', 7)
('hanging', 7)
('Ingolstadt.', 7)
('dead,'
('convey', 7)
('thought,'
('exclaimed', 7)
('certain', 7)
('town,'
('impressed', 7)
('summit', 7)
('fields', 7)
('corpse', 7)
('form,'
('refuge', 7)
('mortal', 7)
('“how', 7)
('Nothing', 7)
('sincerely', 7)
('“Do', 7)
('yourself,'
('cloud', 7)
('one,'
('hide', 7)
('pleasure.', 7)
('eyes', 7)
('hellish', 7)
('Let', 7)
('not.', 7)
('ground.', 7)
('water', 7)
('companions', 7)
('beneath', 7)
('“But', 7)
('help', 7)
('fulfil', 7)
('located', 7)
('17—.', 7)
('north', 7)
('delight.', 7)
('vain', 7)
('persuaded', 7)
('undertaking', 7)
('heaven,'
('uncle', 7)
('imagined', 7)
('enterprise.', 7)
('cold,'
('resolution', 7)
('required', 7)
('walking', 7)
('deck', 7)
('reality', 7)
('wide', 7)
('finding', 7)
('secure', 7)
('consent', 7)
('ignorant', 7)
('winter', 7)
('going', 7)
('smile', 7)
('to,'
('expect', 7)
('affection,'
('advanced', 7)
('England', 7)
('warm', 7)
('content', 7)
('satisfied', 7)
('up,'
('weight', 7)
('keep', 7)
('health', 7)
('misery,'
('continue', 7)
('words,'
('overcame', 7)
('enjoy', 7)
('expressive', 7)
('direct', 7)
('strong', 7)
('thank', 7)
('younger', 7)
('house,'
('hold', 7)
('health,'
('gone', 7)
('bent', 7)
('parents', 7)
('lake,'
('amidst', 7)
('real', 7)
('confined', 7)
('thrown', 7)
('beside', 7)
('more.', 7)
('wood.', 7)
('taught', 7)
('Ingolstadt,'
('mentioned', 7)
('unlike', 7)
('mild', 7)
('paused,'
('darkness', 7)
('lead', 7)
('hands,'
('Sometimes,'
('toil', 7)
('collected', 7)
('tremendous', 7)
('forget', 7)
('guilty', 7)
('disturbed', 7)
('hurried', 7)
('pleasure,'
('misfortunes', 7)
('waters', 7)
('snowy', 7)
('crept', 7)
('earth,'
('friends,'
('prison', 7)
('prove', 7)
('obscure', 7)
('banks', 7)
('die,'
('sink', 7)
('abhorred', 7)
('hovel', 7)
('“As', 7)
('hasten', 7)
('fearful', 7)
('city', 7)
('Turk', 7)
('U.S.', 7)
('Section', 7)
('English', 6)
('regarded', 6)
('success', 6)
('Margaret,'
('preceding', 6)
('wondrous', 6)
('danger', 6)
('fond', 6)
('regret', 6)
('year', 6)
('thirst,'
('entreated', 6)
('favourable', 6)
('there,'
('months,'
('years,'
('alarmed', 6)
('bear', 6)
('incidents', 6)
('attracted', 6)
('miles', 6)
('perceiving', 6)
('hearing', 6)
('fatigue', 6)
('guest', 6)
('“And', 6)
('multitude', 6)
('frame', 6)
('improved', 6)
('appears', 6)
('brother', 6)
('astonishing', 6)
('own.', 6)
('arguments', 6)
('failed', 6)
('you,”'
('quick', 6)
('yet,'
('raised', 6)
('retreat', 6)
('united', 6)
('house.', 6)
('procured', 6)
('elapsed', 6)
('week', 6)
('victim', 6)
('possession', 6)
('majestic', 6)
('law', 6)
('story', 6)
('Besides,'
('known', 6)
('labour', 6)
('studies', 6)
('entering', 6)
('occasion', 6)
('ancient', 6)
('destruction.', 6)
('fever', 6)
('joined', 6)
('expectation', 6)
('exhibited', 6)
('beings.', 6)
('being', 6)
('produce', 6)
('particularly', 6)
('works,'
('heavens', 6)
('pleased', 6)
('simple', 6)
('doomed', 6)
('fall', 6)
('feet.', 6)
('emotions', 6)
('weighed', 6)
('permitted', 6)
('tell', 6)
('rest,'
('journey,'
('passion.', 6)
('not', 6)
('happy.', 6)
('induced', 6)
('used', 6)
('field', 6)
('delay', 6)
('additional', 6)
('examined', 6)
('hung', 6)
('elevated', 6)
('cease', 6)
('entered.', 6)
('countenance,'
('also,'
('she,'
('deadly', 6)
('trial', 6)
('happy', 6)
('borne', 6)
('countenances', 6)
('blessed', 6)
('companion,'
('lest', 6)
('created', 6)
('played', 6)
('feeling,'
('neighbourhood', 6)
('returned,'
('water,'
('companion.', 6)
('answered', 6)
('protectors', 6)
('arrival', 6)
('mark', 6)
('shore,'
('threat', 6)
('YOU', 6)
('distribution', 6)
('refund', 6)
('tax', 6)
('eBook', 6)
('THE', 6)
('3', 6)
('northern', 6)
('play', 6)
('gives', 6)
('trust', 6)
('features', 6)
('passage', 6)
('bore', 6)
('hired', 6)
('raise', 6)
('sustain', 6)
('hours,'
('done', 6)
('kindness.', 6)
('useless', 6)
('assist', 6)
('gentleness', 6)
('manner,'
('conduct', 6)
('traversed', 6)
('perhaps,'
('speedily', 6)
('witnesses', 6)
('bless', 6)
('closed', 6)
('ice.', 6)
('side', 6)
('slow', 6)
('generally', 6)
('fled', 6)
('animated', 6)
('notice', 6)
('constant', 6)
('communicated', 6)
('countenance.', 6)
('violence', 6)
('judge', 6)
('truth', 6)
('doubtless', 6)
('embraced', 6)
('wretchedness.', 6)
('credit', 6)
('meantime', 6)
('bed', 6)
('support.', 6)
('Several', 6)
('manner.', 6)
('grew', 6)
('affection.', 6)
('attached', 6)
('train', 6)
('sublime', 6)
('shore', 6)
('world.', 6)
('peaceful', 6)
('facts', 6)
('Cornelius', 6)
('discoveries', 6)
('door,'
('blasted', 6)
('explanation', 6)
('endeavours', 6)
('accompany', 6)
('more,'
('apartment', 6)
('spend', 6)
('connected', 6)
('instruments', 6)
('labours', 6)
('merely', 6)
('written', 6)
('chemical', 6)
('lessons', 6)
('irksome', 6)
('fatigue,'
('succeeded', 6)
('Arabian', 6)
('feet', 6)
('arranging', 6)
('spirits,'
('preserve', 6)
('disturb', 6)
('before.', 6)
('sleep.', 6)
('held', 6)
('escaped', 6)
('opposite', 6)
('alive', 6)
('servant', 6)
('Could', 6)
('hands.', 6)
('Ernest', 6)
('unless', 6)
('children,'
('gay', 6)
('instrument', 6)
('notwithstanding', 6)
('Henry,'
('beauty,'
('believe,'
('her', 6)
('fate.', 6)
('qualities', 6)
('moment,'
('lady,'
('abhorrence', 6)
('extinguish', 6)
('crimes', 6)
('utmost', 6)
('rise', 6)
('wound', 6)
('anguish,'
('arm', 6)
('miserable,'
('roused', 6)
('quantity', 6)
('food,'
('language,'
('Agatha,'
('cursed', 6)
('force', 6)
('fiendish', 6)
('September', 6)
('agreed', 6)
('satisfy', 6)
('magistrate', 6)
('bed,'
('OR', 6)
('agreement,'
('check', 5)
('4', 5)
('St.', 5)
('travelled', 5)
('benefit', 5)
('cousin,'
('common', 5)
('glory', 5)
('wealth', 5)
('proceed', 5)
('agreeable', 5)
('dress', 5)
('save', 5)
('step', 5)
('Now', 5)
('beat', 5)
('phrase', 5)
('board', 5)
('master', 5)
('intense', 5)
('lady', 5)
('sum', 5)
('destined', 5)
('remainder', 5)
('delayed', 5)
('weather', 5)
('“the', 5)
('dearer', 5)
('immense', 5)
('am,'
('purpose,'
('encounter', 5)
('somewhat', 5)
('anxious', 5)
('low', 5)
('shape', 5)
('stature,'
('signs', 5)
('Two', 5)
('removed', 5)
('interesting', 5)
('assumed', 5)
('drawing', 5)
('gradually', 5)
('part,'
('Yet,'
('share', 5)
('tale,'
('is,'
('overwhelmed', 5)
('misfortunes.', 5)
('wishes', 5)
('series', 5)
('evidence', 5)
('renew', 5)
('answer.', 5)
('engaged,'
('merchant', 5)
('unknown', 5)
('Beaufort', 5)
('welcomed', 5)
('girl,'
('event', 5)
('age,'
('making', 5)
('gathered', 5)
('hair', 5)
('garden', 5)
('pretty', 5)
('contrast', 5)
('delighted', 5)
('son', 5)
('confess', 5)
('secrets', 5)
('proceeded,'
('genius', 5)
('science.', 5)
('book', 5)
('pains', 5)
('Agrippa', 5)
('deeper', 5)
('attend', 5)
('shattered', 5)
('completion', 5)
('soul,'
('mutual', 5)
('often,'
('lived,'
('lecture', 5)
('Waldman', 5)
('ascend', 5)
('degrees,'
('escape', 5)
('applied', 5)
('endued', 5)
('fine', 5)
('painful', 5)
('prepare', 5)
('proof', 5)
('swallowed', 5)
('vice', 5)
('tranquillity.', 5)
('spared', 5)
('oppressed', 5)
('agony,'
('teeth', 5)
('horrid', 5)
('lips.', 5)
('started', 5)
('opened,'
('listening', 5)
('gates', 5)
('minutes', 5)
('serene', 5)
('darted', 5)
('senses', 5)
('extent', 5)
('ill,'
('lower', 5)
('altered', 5)
('entreat', 5)
('cares', 5)
('ago,'
('sympathised', 5)
('intercourse', 5)
('return.', 5)
('Presently', 5)
('conveyed', 5)
('prevent', 5)
('hastily', 5)
('weep', 5)
('weep,'
('summits', 5)
('terrific', 5)
('paused', 5)
('precipices', 5)
('appalling', 5)
('murderer.', 5)
('mournful', 5)
('speech', 5)
('hope.', 5)
('condemned,'
('“How', 5)
('guilt,'
('shadow', 5)
('horror.', 5)
('earnestly', 5)
('judges', 5)
('slept', 5)
('That', 5)
('creatures.', 5)
('perfect', 5)
('chief', 5)
('tortures', 5)
('endured.', 5)
('threatened', 5)
('fill', 5)
('freely', 5)
('sent', 5)
('valley', 5)
('avalanche', 5)
('Blanc,'
('scene.', 5)
('cut', 5)
('ground,'
('leaning', 5)
('trees.', 5)
('rising', 5)
('apparent', 5)
('hunger,'
('seize', 5)
('mankind.', 5)
('another.', 5)
('compassion', 5)
('rang', 5)
('fire,'
('arose', 5)
('pile', 5)
('sights', 5)
('kissed', 5)
('protectors.', 5)
('Arabian,'
('reward', 5)
('female', 5)
('dread', 5)
('inhabitants', 5)
('blast', 5)
('desolate', 5)
('haunted', 5)
('refuse', 5)
('dream,'
('creating', 5)
('grasp', 5)
('William,'
('writing', 5)
('protected', 5)
('parts', 5)
('commencement', 5)
('undertaking.', 5)
('regions', 5)
('celestial', 5)
('boat,'
('reach', 5)
('education', 5)
('dying', 5)
('fortune', 5)
('physical', 5)
('second', 5)
('difference', 5)
('intend', 5)
('sail', 5)
('affectionate', 5)
('collecting', 5)
('absence', 5)
('evil,'
('company', 5)
('age', 5)
('country', 5)
('conviction', 5)
